Target_genes	E2F1|Average	SRX022432|HeLa	SRX150446|HeLa	SRX150563|HeLa	SRX734309|HMEC	SRX2565135|LNCAP	SRX2565136|LNCAP	SRX992662|LNCAP	SRX150556|MCF-7	SRX2585781|MDA-MB-231	SRX1726515|MM.1S	SRX275409|OCI-LY1	SRX1556104|PC-3	SRX1556105|PC-3	SRX1497386|RAJI	SRX1497396|RAJI	SRX1007721|SK-MEL-147	SRX1726518|U-266	SRX334238|Unclassified	SRX334239|Unclassified	SRX334242|Unclassified	SRX334243|Unclassified	SRX334246|Unclassified	SRX334247|Unclassified	SRX334250|Unclassified	SRX334251|Unclassified	SRX334254|Unclassified	SRX334255|Unclassified	SRX334258|Unclassified	SRX334259|Unclassified	SRX334262|Unclassified	SRX334263|Unclassified	SRX334265|Unclassified	SRX334266|Unclassified	SRX1548204|Wharton_Jelly	SRX1548205|Wharton_Jelly	SRX1548206|Wharton_Jelly	SRX1548207|Wharton_Jelly	SRX1548208|Wharton_Jelly	SRX1548209|Wharton_Jelly	STRING
GPRIN2	28.102564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	188	139	167	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX5L	28.051282	0	0	0	0	280	0	264	0	223	0	0	0	0	0	0	0	209	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM45B	28.025641	0	235	0	0	0	0	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OPTN	27.948718	0	210	0	0	205	0	309	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIPK1B	27.923077	0	0	0	0	130	0	174	0	117	0	0	0	0	0	0	0	0	271	0	0	0	242	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	27.897436	0	0	0	0	350	0	231	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM4	27.897436	0	0	0	0	242	0	326	0	0	0	111	0	0	0	0	0	0	165	0	92	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHH2	27.846154	0	0	0	0	177	0	219	145	162	184	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD14	27.846154	0	0	0	0	191	0	116	0	204	0	0	0	0	0	0	0	0	251	0	0	0	238	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXL1	27.820513	0	119	0	198	247	0	352	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBQ1	27.769231	0	209	0	0	189	0	268	216	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXI3	27.769231	0	0	0	0	90	0	0	826	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT4A	27.717949	0	0	0	0	318	0	397	240	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRE	27.641026	0	169	0	0	219	0	399	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANXA9	27.641026	0	0	0	0	0	0	0	88	990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF467	27.615385	0	0	0	0	0	0	200	0	169	0	0	0	0	0	0	0	0	135	113	117	0	250	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0
CLUL1	27.615385	0	0	0	0	379	0	444	0	0	0	0	0	0	0	0	0	0	130	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS5	27.615385	0	569	291	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF462	27.589744	0	0	0	0	98	0	301	0	394	0	0	0	0	0	0	0	0	145	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF11	27.564103	0	0	0	0	298	0	286	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECHDC3	27.564103	0	0	0	0	314	0	327	0	175	0	108	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOF	27.538462	0	0	0	0	0	0	0	113	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAQR9	27.512821	0	0	0	0	158	0	338	0	0	0	0	0	0	0	0	0	0	170	0	0	0	119	0	127	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HID1	27.487179	0	0	0	0	188	0	240	259	225	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSTL1	27.487179	0	0	0	0	0	0	561	178	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABYR	27.487179	0	0	0	0	0	0	0	469	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAT1	27.487179	0	0	0	0	0	0	239	0	647	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF804A	27.461538	0	0	0	0	0	0	0	605	267	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3KBP1	27.461538	0	236	0	0	234	0	165	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPL	27.461538	0	406	112	0	224	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRASP2	27.461538	0	0	0	0	267	0	200	214	98	0	0	0	0	0	0	0	0	0	0	158	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDPD1	27.461538	0	0	0	0	214	0	125	166	450	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YIPF4	27.435897	0	0	0	0	155	0	0	278	637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA1217	27.384615	0	0	0	0	147	0	126	296	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXD13	27.384615	0	0	0	0	0	0	232	438	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEST4	27.384615	0	0	0	0	0	0	294	0	277	0	0	0	0	0	0	0	0	173	0	0	0	169	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB19	27.358974	0	0	0	0	223	0	145	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGS17	27.333333	0	0	0	109	155	0	270	224	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4A	27.333333	0	212	0	0	218	0	271	0	237	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCAN2	27.307692	0	0	0	0	184	0	293	211	175	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3AP1	27.307692	0	0	0	0	198	0	226	0	94	157	0	0	0	0	0	0	0	146	0	0	0	126	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECTIN4	27.307692	0	0	0	0	366	0	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MELTF	27.282051	0	0	0	0	0	0	124	0	417	206	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRRS1	27.282051	0	0	0	0	0	0	578	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN16	27.282051	0	0	0	0	0	0	0	0	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPK3BL1	27.256410	0	0	0	0	285	0	344	0	0	105	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDAC5	27.256410	0	267	91	0	224	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNMT3A	27.256410	0	279	0	0	180	0	202	195	103	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RGCC	27.230769	0	0	0	0	198	0	287	124	0	0	205	0	0	0	159	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB38	27.230769	0	0	0	215	0	0	0	0	847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSGALNACT1	27.230769	0	558	267	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBMS1	27.205128	0	169	0	192	0	0	0	445	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EYA2	27.205128	0	0	0	0	196	0	100	197	0	0	0	0	0	0	0	0	0	183	143	134	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC5	27.153846	0	0	0	0	263	0	0	0	796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL2	27.153846	0	0	0	0	0	0	360	600	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIS2	27.128205	0	202	0	0	142	0	183	258	163	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSJ	27.076923	0	0	0	73	114	0	128	148	593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WSCD2	27.051282	0	0	0	0	141	0	0	779	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5	27.051282	0	0	0	0	0	0	0	251	696	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO10	27.051282	0	0	0	0	350	0	250	0	195	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU6F1	27.025641	0	506	196	0	0	0	149	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP3-2	27.025641	0	0	0	284	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP1	27.025641	0	0	0	0	110	0	0	123	364	0	0	0	0	0	0	0	0	0	0	0	76	113	0	138	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK2	26.974359	0	0	0	0	329	0	723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRB	26.948718	0	216	0	109	97	0	227	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MINAR1	26.948718	0	0	0	0	274	0	244	298	0	0	0	0	0	0	0	0	0	125	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNC1	26.897436	0	0	0	0	187	0	254	0	0	0	0	0	0	0	0	0	0	259	0	0	73	133	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A2	26.897436	0	582	113	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
COL4A1	26.897436	0	582	113	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
ZNF350	26.871795	0	0	0	0	151	0	74	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAAR	26.871795	0	0	159	0	0	0	0	410	369	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNX3	26.871795	0	0	0	0	0	0	0	0	0	458	384	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4C6	26.871795	0	0	0	241	0	0	0	640	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf72	26.871795	0	0	0	0	171	0	0	533	0	0	0	0	0	0	0	0	0	143	0	0	88	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPO	26.846154	0	0	0	0	153	0	244	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0
HEMGN	26.846154	0	0	0	0	0	0	0	0	0	230	137	0	0	198	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APBB1IP	26.794872	0	0	0	0	0	0	0	289	431	0	133	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR93	26.769231	0	0	0	0	306	0	140	0	402	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPTIN4	26.769231	0	0	0	0	169	0	305	169	124	166	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S100A6	26.769231	0	0	0	0	0	0	0	0	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX11A	26.769231	0	0	0	0	306	0	140	0	402	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO44	26.769231	0	0	0	0	345	0	555	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	26.769231	0	0	0	0	345	0	555	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D4B	26.692308	0	0	0	0	0	0	0	298	450	136	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMP4	26.692308	0	0	0	0	116	0	158	209	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE23	26.692308	0	0	0	0	121	0	0	0	268	0	0	0	0	192	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNV1	26.666667	0	0	0	0	0	0	0	1040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD1D	26.666667	0	0	0	0	276	0	562	0	0	0	0	0	0	0	0	0	0	92	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLCO3A1	26.641026	0	384	125	0	0	0	0	373	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEST	26.641026	0	0	0	0	130	0	470	150	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDR42E2	26.615385	0	0	0	0	167	0	358	171	0	169	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU2AF1	26.615385	0	0	0	0	0	0	0	0	0	163	270	0	0	157	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT4	26.615385	0	0	0	0	126	0	167	162	492	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARCHF4	26.589744	0	0	0	0	343	0	276	0	298	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAP	26.564103	139	0	0	0	241	0	157	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MOSPD1	26.512821	0	0	0	0	224	0	124	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK13	26.487179	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRSN1	26.461538	0	0	0	0	292	0	182	234	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
GUCY1A1	26.461538	0	0	0	0	245	0	369	0	0	0	0	0	0	0	0	0	0	130	0	0	0	209	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL27A1	26.461538	0	0	0	0	377	0	148	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0
CD81	26.461538	0	0	0	0	269	0	423	0	0	0	163	0	0	0	0	0	0	0	0	0	84	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MVB12B	26.435897	0	0	0	0	248	0	168	0	0	0	0	0	0	0	0	0	0	205	81	0	0	132	0	0	112	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
DLX5	26.435897	0	0	0	0	232	0	191	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBX20	26.410256	0	475	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
PRR5-ARHGAP8	26.358974	0	0	0	0	219	0	452	0	0	0	0	0	0	0	0	0	0	210	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRR5	26.358974	0	0	0	0	219	0	452	0	0	0	0	0	0	0	0	0	0	210	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC13A	26.333333	0	0	0	0	243	0	183	0	333	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
TRPV3	26.333333	0	0	0	0	0	0	274	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCC2	26.256410	0	0	143	0	0	0	0	544	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSUN7	26.230769	0	0	0	0	0	0	0	760	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP14	26.230769	0	0	0	0	0	0	249	0	774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LY6K	26.230769	0	229	113	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1C1	26.179487	0	0	0	0	230	0	129	227	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA9	26.179487	0	0	0	0	197	0	150	0	0	0	0	0	0	0	0	0	0	246	84	0	0	130	0	121	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0
ISM2	26.128205	0	0	0	0	152	0	361	0	0	0	131	0	0	0	0	0	0	174	0	0	104	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESR1	26.102564	0	0	0	0	0	0	206	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
AMZ1	26.025641	0	0	0	0	156	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMP3	26.000000	0	0	0	0	256	0	0	0	408	0	0	0	0	0	0	0	0	172	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN4	25.974359	0	0	0	0	118	0	114	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGFBP1	25.974359	0	0	0	0	0	0	192	440	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTM1	25.974359	0	0	0	0	0	0	0	0	794	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN3B	25.974359	0	0	0	0	157	0	535	176	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD163L1	25.974359	0	0	0	0	0	0	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAT1	25.923077	0	0	0	0	0	0	137	0	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK2	25.923077	0	0	0	0	119	0	0	200	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM29	25.820513	0	0	0	0	115	0	420	0	0	0	0	0	0	0	0	0	0	142	0	0	0	197	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17RD	25.820513	0	0	0	0	255	0	165	119	325	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH4	25.820513	0	0	0	0	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SORCS3	25.794872	0	0	0	0	325	0	230	0	0	0	0	0	0	0	0	0	0	169	0	0	132	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM200C	25.769231	0	0	0	0	269	0	388	0	0	0	0	0	0	0	0	0	0	146	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC49A3	25.717949	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IDUA	25.717949	0	0	0	0	226	0	170	177	312	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAG2	25.692308	0	0	0	0	0	0	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT11	25.666667	0	0	0	0	192	0	354	185	0	0	0	0	0	0	0	0	0	150	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKNOX2	25.615385	0	0	0	0	402	0	328	0	0	0	0	0	0	0	0	0	0	0	0	151	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM181B	25.615385	0	0	0	122	0	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIC3	25.589744	0	0	0	0	237	0	173	0	0	0	0	0	0	0	0	0	0	195	0	0	147	114	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17C	25.538462	0	0	0	0	0	0	0	842	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNTG2	25.487179	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	260	0	90	121	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDRG4	25.487179	0	0	0	0	137	0	108	0	0	0	0	0	0	0	0	0	0	260	90	146	0	175	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGB2	25.461538	0	0	0	0	0	0	0	482	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASS	25.461538	0	0	0	0	262	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT7	25.435897	0	136	0	0	119	0	196	160	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G0S2	25.410256	0	0	0	0	0	0	0	0	991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF13	25.410256	0	0	0	0	159	0	463	128	139	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1D	25.410256	0	0	0	0	315	0	247	0	0	0	0	0	0	0	0	0	0	212	0	0	94	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	25.384615	0	115	0	0	206	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
